prn      pid            ids                                        names                                                                       c
11775    CHEMBL524      CHEMBL524,CHEMBL1201103                    METHOXAMINE,METHOXAMINE HYDROCHL                                            3
469580   CHEMBL524004   CHEMBL524004,CHEMBL1724                    MEPENZOLATE,MEPENZOLATE BROMIDE                                             2
77456    CHEMBL52440    CHEMBL52440,CHEMBL1201004,CHEMBL1256818    DEXTROMETHORPHAN,DEXTROMETHORPHAN HYD                                       3
80532    CHEMBL52939    CHEMBL541829,CHEMBL52939                   SARPOGRELATE HYDROCH,SARPOGRELATE (HYDROC                                   3
3854     CHEMBL53       CHEMBL53,CHEMBL1616,CHEMBL3187985          R-(-)-APOMORPHINE,APOMORPHINE HYDROCHL,R(-) APOMORPHINE HYD                 3
12494    CHEMBL531      CHEMBL531,CHEMBL1275                       PERGOLIDE,PERGOLIDE MESYLATE                                                3
80351    CHEMBL53904    CHEMBL53904,CHEMBL2360084                  ZUCLOPENTHIXOL,ZUCLOPENTHIXOL DIHYD                                         3
13372    CHEMBL542      CHEMBL542,CHEMBL1564391                    4-AMINOBENZOIC ACID,POTASSIUM P-AMINOBEN                                    2
13756    CHEMBL546      CHEMBL546,CHEMBL1200745                    OXPRENOLOL,OXPRENOLOL HYDROCHLO                                             2
80542    CHEMBL54661    CHEMBL54661,CHEMBL1496351                  FLUPENTIXOL,FLUPENTIXOL DIHYDROC                                            3
14406    CHEMBL550      CHEMBL550,CHEMBL2139597,CHEMBL1213136      PILOCARPINE,PILOCARPINE NITRATE                                             3
14785    CHEMBL553      CHEMBL553,CHEMBL1079742                    ERLOTINIB,ERLOTINIB(OSI-744)                                                3
14805    CHEMBL554      CHEMBL554,CHEMBL1201179                    LAPATINIB,LAPATINIB (GW-572016                                              3
88248    CHEMBL55400    CHEMBL465704,CHEMBL1964546                 PROFLAVINE HEMISULFA                                                        2
15938    CHEMBL556      CHEMBL556,CHEMBL1234                       DEFEROXAMINE,DEFEROXAMINE-MESYLAT,DEFEROXAMINE MESYLAT                      3
15958    CHEMBL558      CHEMBL558,CHEMBL1200606                    MEXILETINE,MEXILETINE HYDROCHLO                                             2
16278    CHEMBL561      CHEMBL561,CHEMBL1728                       LOMEFLOXACIN,LOMEFLOXACIN HYDROCH                                           3
16391    CHEMBL564      CHEMBL564,CHEMBL1200469                    PROMAZINE,PROMAZINE HYDROCHLOR                                              3
88800    CHEMBL56564    CHEMBL56564,CHEMBL2130744                  TROPISETRON                                                                 2
579689   CHEMBL569713   CHEMBL2251240,CHEMBL1530287                SCOPOLAMINE HYDROBRO,SCOPOLAMINE HYDROCHL                                   2
16584    CHEMBL570      CHEMBL570,CHEMBL1201102                    TRIFLUPROMAZINE,TRIFLUPROMAZINE HYDR                                        3
16716    CHEMBL575      CHEMBL575,CHEMBL3181832,CHEMBL1164         METHICILLIN,METHICILLIN SODIUM                                              3
16759    CHEMBL577      CHEMBL577,CHEMBL3989406                    ENALAPRILAT,ENALAPRILAT DIHYDRAT                                            2
16847    CHEMBL578      CHEMBL578,CHEMBL1200659                    ENALAPRIL,ENALAPRIL MALEATE                                                 3
4504     CHEMBL58       CHEMBL58,CHEMBL1417019                     MITOXANTRONE,MITOXANTRONE HYDROCH,MITOXANTRONE DIHYDRO                      3
17224    CHEMBL584      CHEMBL584,CHEMBL1205                       NELFINAVIR,NELFINAVIR MESYLATE                                              3
19278    CHEMBL588      CHEMBL588,CHEMBL1026                       FENOLDOPAM,FENOLDOPAM MESYLATE                                              3
19316    CHEMBL589      CHEMBL589,CHEMBL1200411                    ROPINIROLE,ROPINIROLE HCL,ROPINIROLE HYDROCHLO                              3
598323   CHEMBL589583   CHEMBL589583,CHEMBL2106126                 DELAPRIL,DELAPRIL HCL,DELAPRIL HYDROCHLORI                                  3
598444   CHEMBL590799   CHEMBL590799,CHEMBL85164                   CAMOSTAT,CAMOSTAT MESILATE (F,CAMOSTAT MESYLATE                             4
19573    CHEMBL593      CHEMBL593,CHEMBL929                        DELAVIRDINE,DELAVIRDINE (MESYLAT                                            3
19712    CHEMBL594      CHEMBL594,CHEMBL2103739                    EMEDASTINE,EMEDASTINE DIFUMARAT                                             3
19737    CHEMBL595      CHEMBL595,CHEMBL1715                       PIOGLITAZONE,PIOGLITAZONE HYDROCH                                           3
20131    CHEMBL597      CHEMBL597,CHEMBL1204146                    PHENTOLAMINE,PHENTOLAMINE HYDROCH                                           3
20917    CHEMBL601      CHEMBL601,CHEMBL1200582                    5-AMINOLEVULINIC ACI,AMINOLEVULINIC ACID                                    2
21036    CHEMBL602      CHEMBL602,CHEMBL1256137                    CYSTEAMINE,CYSTEAMINE HYDROCHLO                                             2
93995    CHEMBL60889    CHEMBL60889,CHEMBL1733174                  MOSAPRIDE,MOSAPRIDE CITRATE                                                 3
22956    CHEMBL609      CHEMBL609,CHEMBL3989777                    TRIENTINE,TRIENTINE HYDROCHLOR                                              2
23093    CHEMBL611      CHEMBL611,CHEMBL3989562,CHEMBL1256665      TERAZOSIN,TERAZOSIN HYDROCHLOR                                              3
24806    CHEMBL615      CHEMBL615,CHEMBL1200852                    PENICILLIN V,PENICILLIN V POTASSI                                           2
24991    CHEMBL617      CHEMBL617,CHEMBL1632                       CEPHALOTHIN,CEPHALOTHIN SODIUM S                                            3
93086    CHEMBL61946    CHEMBL61946,CHEMBL1598472                  CARAMIPHEN,CARAMIPHEN, PARPANIL                                             2
26351    CHEMBL620      CHEMBL620,CHEMBL1200950                    CLIDINIUM,CLIDINIUM BROMIDE                                                 3
26401    CHEMBL621      CHEMBL621,CHEMBL1200798                    TRAZODONE,TRAZODONE HYDROCHLOR                                              3
205      CHEMBL6259     CHEMBL6259,CHEMBL542414                    DIFLOXACIN,DIFLOXACIN HYDROCHLO                                             2
26722    CHEMBL626      CHEMBL626,CHEMBL1200493                    NAFTIFINE,NAFTIFINE HYDROCHLOR                                              2
27112    CHEMBL631      CHEMBL631,CHEMBL1201063                    PROPAFENONE,PROPAFENONE HYDROCHL                                            3
27185    CHEMBL633      CHEMBL633,CHEMBL1083993                    AMIODARONE,AMIODARONE HYDROCHLO                                             3
27251    CHEMBL636      CHEMBL636,CHEMBL3187096                    RIVASTIGMINE,RIVASTIGMINE TARTRAT                                           3
27278    CHEMBL637      CHEMBL637,CHEMBL1201066                    VENLAFAXINE,VENLAFAXINE HYDROCHL                                            3
27309    CHEMBL639      CHEMBL639,CHEMBL1200809                    AZELASTINE,AZELASTINE HYDROCHLO                                             3
27342    CHEMBL641      CHEMBL641,CHEMBL1702                       ATOMOXETINE,ATOMOXETINE HYDROCHL,TOMOXETINE HYDROCHLO                       3
27368    CHEMBL643      CHEMBL643,CHEMBL1200750                    PROMETHAZINE,PROMETHAZINE HYDROCH                                           3
573      CHEMBL6437     CHEMBL6437,CHEMBL544428                    MIANSERIN,MIANSERIN HYDROCHLOR,MIANSERINE HYDROCHLO                         3
27385    CHEMBL644      CHEMBL644,CHEMBL1200948                    TRIMIPRAMINE,TRIMIPRAMINE MALEATE                                           3
27417    CHEMBL645      CHEMBL645,CHEMBL1472989                    BISOPROLOL,BISOPROLOL HEMIFUMAR                                             2
27495    CHEMBL647      CHEMBL647,CHEMBL1200379                    APRACLONIDINE                                                               2
27546    CHEMBL648      CHEMBL648,CHEMBL1324714                    CYCLIZINE,CYCLIZINE HYDROCHLOR                                              3
27639    CHEMBL659      CHEMBL659,CHEMBL1555                       GALANTHAMINE,GALANTAMINE,GALANTHAMINE HYDROBR                               3
27647    CHEMBL660      CHEMBL660,CHEMBL1569                       AMANTADINE,AMANTADINE HYDROCHLO                                             2
28112    CHEMBL668      CHEMBL668,CHEMBL1200332                    PROTRYPTYLINE,PROTRIPTYLINE HYDROC                                          2
28119    CHEMBL669      CHEMBL669,CHEMBL1200636                    CYCLOBENZAPRINE,CYCLOBENZAPRINE HYDR                                        3
28477    CHEMBL673      CHEMBL673,CHEMBL1200425                    PARGYLINE,PARGYLINE HYDROCHLOR                                              3
29005    CHEMBL680      CHEMBL680,CHEMBL1201018                    CEFACLOR,CEFACLOR HYDRATE,LORACARBEF                                        4
29097    CHEMBL682      CHEMBL682,CHEMBL3137745,CHEMBL1357648      AMODIAQUINE,AMODIAQUINE DIHYDROC,AMODIAQUIN DIHYDROCH                       3
29569    CHEMBL684      CHEMBL684,CHEMBL937                        DIETHYLCARBAMAZINE,DIETHYLCARBAMAZINE C                                     3
1219     CHEMBL6966     CHEMBL6966,CHEMBL1280                      VERAPAMIL,VERAPAMIL HYDROCHLOR                                              3
32869    CHEMBL701      CHEMBL701,CHEMBL1897150                    (R)-BACLOFEN,BACLOFEN HYDROCHLORI,BACLOFEN                                  3
33055    CHEMBL702      CHEMBL702,CHEMBL1200820                    PIPERACILLIN,PIPERACILLIN SODIUM,PIPERACILLIN SODIUM                        3
33373    CHEMBL707      CHEMBL707,CHEMBL1200561                    DOXAZOSIN,DOXAZOSIN MESYLATE                                                3
33664    CHEMBL708      CHEMBL708,CHEMBL1375743,CHEMBL1712         ZIPRASIDONE,ZIPRASIDONE HYDROCHL,ZIPRASIDONE  HYDROCH                       3
33667    CHEMBL709      CHEMBL709,CHEMBL1723                       UROXATRAL,ALFUZOSIN HYDROCHLOR                                              3
34234    CHEMBL716      CHEMBL1200911,CHEMBL3188993                QUETIAPINE FUMARATE,QUETIAPINE HEMIFUMAR                                    2
6243     CHEMBL72       CHEMBL72,CHEMBL1696                        DESIPRAMINE,DESIPRAMINE HYDROCHL                                            3
36842    CHEMBL726      CHEMBL726,CHEMBL1448187                    FLUPHENAZINE,FLUPHENAZINE HYDROCH,FLUPHENAZINE DIHYDRO                      3
37266    CHEMBL728      CHEMBL728,CHEMBL1201154,CHEMBL1314751      PROCHLORPERAZINE,PROCHLORPERAZINE EDI,PROCHLORPERAZINE DIM                  3
117805   CHEMBL73234    CHEMBL73234,CHEMBL1256696                  CARBETAPENTANE,CARBETAPENTANE CITRA                                         3
38898    CHEMBL744      CHEMBL744,CHEMBL1531817                    RILUZOLE,RILUZOLE HYDROCHLORI                                               3
2355     CHEMBL7568     CHEMBL7568,CHEMBL2105615                   MEPACRINE,QUINACRINE HYDROCHLO,QUINACRINE DIHYDROCH                         3
122859   CHEMBL75753    CHEMBL2104466,CHEMBL1329567                XAMOTEROL FUMARATE,XAMOTEROL HEMIFUMARA                                     2
119288   CHEMBL75880    CHEMBL75880,CHEMBL1334033                  PERHEXILINE,PERHEXILINE MALEATE                                             2
6579     CHEMBL76       CHEMBL76,CHEMBL58510                       CHLOROQUINE,CHLOROQUINE DIPHOSPH                                            4
42290    CHEMBL760      CHEMBL760,CHEMBL1200759                    ANAGRELIDE,ANAGRELIDE HYDROCHLO                                             3
42468    CHEMBL761      CHEMBL761,CHEMBL1706                       NAPHAZOLINE,NAPHAZOLINE HYDROCHL                                            3
42520    CHEMBL762      CHEMBL762,CHEMBL1200791                    OXYMETAZOLINE,OXYMETAZOLINE HYDROC                                          3
122247   CHEMBL76370    CHEMBL76370,CHEMBL1516474,CHEMBL4303321    TEGASEROD,TEGASEROD MALEATE                                                 3
43086    CHEMBL765      CHEMBL765,CHEMBL1345,CHEMBL2051958         GUANETHIDINE,GUANETHIDINE MONOSUL,GUANETHIDINE SULFATE                      3
122423   CHEMBL76688    CHEMBL76688,CHEMBL3182314                  SIVELESTAT,SIVELESTAT (SODIUM T                                             2
44647    CHEMBL776      CHEMBL776,CHEMBL1568057                    METAPROTERENOL,METAPROTERENOL SULFA                                         3
47447    CHEMBL787      CHEMBL1200681,CHEMBL787                    MONTELUKAST SODIUM,MONTELUKAST                                              2
6723     CHEMBL79       CHEMBL79,CHEMBL541521                      LIDOCAINE,LIDOCAINE HYDROCHLOR                                              3
48849    CHEMBL790      CHEMBL790,CHEMBL1484251                    CHLORHEXIDINE,CHLORHEXIDINE DIHYDR                                          3
241      CHEMBL8        CHEMBL8,CHEMBL4303345                      CIPROFLOXACIN,CIPROFLOXACIN HYDROC                                          3
52523    CHEMBL807      CHEMBL807,CHEMBL1699                       MEMANTINE,MEMANTINE HYDROCHLOR                                              3
52874    CHEMBL808      CHEMBL808,CHEMBL1201049                    ECONAZOLE,ECONAZOLE NITRATE                                                 2
53616    CHEMBL809      CHEMBL1709,CHEMBL809                       SERTRALINE HYDROCHLO,SERTRALINE                                             2
6914     CHEMBL81       CHEMBL81,CHEMBL1116                        RALOXIFENE,RALOXIFENE HYDROCHLO                                             3
54211    CHEMBL813      CHEMBL813,CHEMBL1200987                    EPROSARTAN,EPROSARTAN MESYLATE                                              3
54722    CHEMBL814      CHEMBL814,CHEMBL1409                       FLUVOXAMINE,FLUVOXAMINE MALEATE                                             3
56402    CHEMBL818      CHEMBL818,CHEMBL1374843,CHEMBL1255738      IOBENGUANE,IOBENGUANE SULFATE                                               3
56752    CHEMBL821      CHEMBL821,CHEMBL1200728                    GUANIDINE,GUANIDINE HYDROCHLOR                                              2
56831    CHEMBL822      CHEMBL822,CHEMBL1200832                    TERBINAFINE,TERBINAFINE HYDROCHL                                            3
57833    CHEMBL829      CHEMBL829,CHEMBL1713082,CHEMBL3989885      ALIMEMAZINE,TRIMEPRAZINE TARTRAT,TRIMEPRAZINE                               4
6968     CHEMBL83       CHEMBL83,CHEMBL786                         TAMOXIFEN,TAMOXIFEN CITRATE                                                 3
58841    CHEMBL830      CHEMBL830,CHEMBL536971                     EFLORNITHINE,EFLORNITHINE.HCL                                               2
59519    CHEMBL831      CHEMBL831,CHEMBL1201155                    LOXAPINE,LOXAPINE SUCCINATE                                                 2
60319    CHEMBL833      CHEMBL833,CHEMBL1717                       TICLOPIDINE,TICLOPIDINE HYDROCHL                                            3
61181    CHEMBL836      CHEMBL836,CHEMBL1200914                    TAMSULOSIN,TAMSULOSIN.HCL,(R)-TAMSULOSIN HYDRO                              3
61706    CHEMBL838      CHEMBL838,CHEMBL1694                       BENAZEPRIL,BENAZEPRIL HYDROCHLO                                             3
62182    CHEMBL839      CHEMBL839,CHEMBL1201002                    CARTEOLOL,CARTEOLOL HYDROCHLOR                                              3
7501     CHEMBL84       CHEMBL1607,CHEMBL84                        TOPOTECAN (HYDROCHLO,TOPOTECAN                                              2
62259    CHEMBL841      CHEMBL841,CHEMBL1707                       LOPERAMIDE,LOPERAMIDE HYDROCHLO                                             3
132933   CHEMBL84158    CHEMBL84158,CHEMBL1256772                  TIAPRIDE,TIAPRIDE HYDROCHLORI                                               3
62817    CHEMBL844      CHEMBL844,CHEMBL1200389                    BRIMONIDINE,BRIMONIDINE L-TARTRA                                            3
138088   CHEMBL84567    CHEMBL84567,CHEMBL2356666                  TRACAZOLATE,TRACAZOLATE HYDROCHL                                            2
138719   CHEMBL84844    CHEMBL4303328,CHEMBL84844                  1-DEXOYMANNOJIRIMYCI,1-DEOXYMANNOJIRIMYCI                                   2
65539    CHEMBL855      CHEMBL855,CHEMBL1200450                    TRIPROLIDINE,TRIPROLIDINE HYDROCH                                           2
7736     CHEMBL86       CHEMBL86,CHEMBL1200940,CHEMBL1256771       METOCLOPRAMIDE,METOCLOPRAMIDE HYDRO,METOCLOPRAMIDE MONOH                    3
66029    CHEMBL862      CHEMBL862,CHEMBL1200494                    GUANFACINE,GUANFACINE HYDROCHLO                                             3
66273    CHEMBL864      CHEMBL864,CHEMBL1519829,CHEMBL1200974      CARBINOXAMINE,CARBINOXAMINE MALEAT                                          3
139241   CHEMBL86715    CHEMBL86715,CHEMBL1761                     PROCYCLIDINE,PROCYCLIDINE HYDROCH                                           3
139072   CHEMBL86882    CHEMBL86882,CHEMBL3187408                  ETILEFRINE,ETILEFRINE HYDROCHLO                                             3
70674    CHEMBL870      CHEMBL2367465,CHEMBL675                    ALENDRONATE SODIUM T,ALENDRONATE SODIUM                                     2
138792   CHEMBL87563    CHEMBL87563,CHEMBL1398351                  GABEXATE,GABEXATE (MESYLATE),GABEXATE MESILATE                              3
75752    CHEMBL887      CHEMBL887,CHEMBL1201142                    RASAGILINE,RASAGILINE MESYLATE                                              3
75901    CHEMBL888      CHEMBL1637,CHEMBL888                       GEMCITABINE HYDROCHL,GEMCITABINE                                            3
76766    CHEMBL891      CHEMBL1200388,CHEMBL262636                 CLOXACILLIN SODIUM, ,CLOXACILLIN SODIUM,CLOXACILLIN SODIUM S                3
77085    CHEMBL893      CHEMBL893,CHEMBL1200701                    DICLOXACILLIN,DICLOXACILLIN SODIUM                                          3
77128    CHEMBL894      CHEMBL894,CHEMBL1698                       AMFEBUTAMONE,BUPROPION,BUPROPION HYDROCHLOR                                 3
141484   CHEMBL89598    CHEMBL89598,CHEMBL4303352                  VIGABATRIN,VIGABATRIN HYDROCHLO                                             2
77459    CHEMBL896      CHEMBL896,CHEMBL1200467,CHEMBL3186993      HYDROXYZINE,HYDROXYZINE PAMOATE,HYDROXYZINE DIHYDROC                        3
77779    CHEMBL900      CHEMBL900,CHEMBL1201023                    ORPHENADRINE,ORPHENADRINE HYDROCH                                           2
79047    CHEMBL905      CHEMBL905,CHEMBL1201032                    RIZATRIPTAN,RIZATRIPTAN BENZOATE                                            3
80209    CHEMBL908      CHEMBL908,CHEMBL1256658                    CHLORPROTHIXENE,CHLORPROTHIXENE HYDR                                        2
8917     CHEMBL91       CHEMBL91,CHEMBL1559                        MICONAZOLE,MICONAZOLE NITRATE                                               3
81683    CHEMBL914      CHEMBL914,CHEMBL1200618                    FEXOFENADINE,FEXOFENADINE HYDROCH                                           2
82721    CHEMBL916      CHEMBL3189072,CHEMBL1704                   TIROFIBAN HYDROCHLOR,TIROFIBAN.HCL MONOHY                                   3
83772    CHEMBL923      CHEMBL1654,CHEMBL4303174                   RISEDRONATE SODIUM,RISEDRONIC ACID MONO                                     2
83838    CHEMBL924      CHEMBL924,CHEMBL4303669                    ZOLEDRONIC ACID (ZOL,ZOLEDRONIC ACID HYDR                                   2
150436   CHEMBL93298    CHEMBL93298,CHEMBL3185966                  AROTINOLOL,AROTINOLOL HYDROCHLO                                             3
9277     CHEMBL94       CHEMBL94,CHEMBL2105891                     PHYSOSTIGMINE,ESERINE HEMISULFATE                                           2
88316    CHEMBL940      CHEMBL940,CHEMBL542620                     GABAPENTIN                                                                  3
88797    CHEMBL941      CHEMBL941,CHEMBL1642                       IMATINIB,IMATINIB MESYLATE (S                                               3
89672    CHEMBL946      CHEMBL946,CHEMBL3544908                    AZATADINE,AZATADINE MALEATE                                                 2
9333     CHEMBL95       CHEMBL95,CHEMBL1677                        TACRINE,TACRINE HYDROCHLORID                                                3
93858    CHEMBL959      CHEMBL959,CHEMBL535396                     RIMANTADINE,RIMANTADINE HYDROCHL                                            2
94790    CHEMBL965      CHEMBL965,CHEMBL14                         CARBACHOL,CARBACHOL CHLORIDE                                                3
96021    CHEMBL972      CHEMBL972,CHEMBL1200904                    R-SELEGILINE,SELEGILINE HYDROCHLO                                           2
99320    CHEMBL978      CHEMBL978,CHEMBL1200764                    METHACHOLINE,METHACHOLINE CHLORID                                           2
105442   CHEMBL990      CHEMBL990,CHEMBL1200397                    BUTENAFINE,BUTENAFINE HCL,BUTENAFINE HYDROCHLO                              3
6772     CHEMBL9967     CHEMBL9967,CHEMBL1531864                   PIRENZEPINE,PIRENZEPINE HYDROCHL,PIRENZEPINE DIHYDROC                       3
110435   CHEMBL997      CHEMBL3989569,CHEMBL1201008                IBANDRONATE SODIUM                                                          2
