ref  prn      pid            pname                             id                                                               name                                                                                    value              ave     cut    psmile                                                                                                                                                                                                                                                                                                          
EH   209565   CHEMBL127643   DIMETHISOQUIN                     CHEMBL127643,CHEMBL1533364                                       DIMETHISOQUIN,DIMETHISOQUIN HYDROC                                                      0.1395,7.27        41.77   47.36  CCCCc1cc2ccccc2c(OCCN(C)C)n1                                                                                                                                                                                                                                                                                    
ET   990840   CHEMBL1566956  TROXIPIDE                         CHEMBL1566956                                                    TROXIPIDE                                                                               0.5282,0.68        41.795  60.6   COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC                                                                                                                                                                                                                                                                                
EH   755164   CHEMBL1331280                                    CHEMBL1331280                                                    SDZ-220-581                                                                             0.1456,6.3         41.805  44.9   N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O                                                                                                                                                                                                                                                               
ET   27588    CHEMBL652      FLECAINIDE                        CHEMBL1200822                                                    FLECAINIDE,FLECAINIDE ACETATE                                                           32.6,0.049         41.815  69.68  O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F                                                                                                                                                                                                                                                                   
EH   94571    CHEMBL964      DISULFIRAM                        CHEMBL964                                                        DISULFIRAM                                                                              0.2116,0.44        41.82   61.99  CCN(CC)C(=S)SSC(=S)N(CC)CC                                                                                                                                                                                                                                                                                      
ET   675168   CHEMBL1201217  DYCLONINE                         CHEMBL1200478                                                    DYCLONINE HYDROCHLOR,DYCLONINE (HYDROCHLO                                               1.119,-3.77        41.855  79.68  CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1                                                                                                                                                                                                                                                                                  
HT   230659   CHEMBL1237     LISINOPRIL                        CHEMBL1237,CHEMBL419213                                          LISINOPRIL                                                                              0.2648,0.03762     41.885  72.39  NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O                                                                                                                                                                                                                                                     
ET   1042479  CHEMBL1619528  PIPENZOLATE                       CHEMBL1401367,CHEMBL1619528                                      PIPENZOLATE BROMIDE,PIPENZOLATE                                                         0.114,13.6         41.935  57.53  CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1                                                                                                                                                                                                                                                                  
EH   1448219  CHEMBL2216870  IDELALISIB                        CHEMBL2216870                                                    CAL-101,CAL-101 (GS-1101)                                                               0.4259,-4.09       41.95   80.95  CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1                                                                                                                                                                                                                                                        
ET   898773   CHEMBL1474889  CLOBUTINOL                        CHEMBL3183114,CHEMBL1474889                                      CLOBUTINOL HYDROCHLO,CLOBUTINOL                                                         0.2872,3.84        41.975  47.03  CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1                                                                                                                                                                                                                                                                                  
ET   27626    CHEMBL135      ESTRADIOL                         CHEMBL135                                                        ESTRADIOL-17 BETA,ESTRADIOL                                                             0.3797,2.32        41.99   53.13  C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O                                                                                                                                                                                                                                                            
ET   1223     CHEMBL421      SULFASALAZINE                     CHEMBL421                                                        SULFASALAZINE                                                                           0.09117,17.6       42.015  61.56  O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O                                                                                                                                                                                                                                                              
EH   499624   CHEMBL1664     FOSAMPRENAVIR                     CHEMBL1664                                                       FOSAMPRENAVIR                                                                           0.1142,13.59       42.025  57.69  CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1                                                                                                                                                                                                                              
ET   558106   CHEMBL1730     CEFOTAXIME                        CHEMBL1010                                                       CEFOTAXIME SODIUM SA,CEFOTAXIME                                                         0.1102,13.83       42.025  57.99  CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1                                                                                                                                                                                                                                           
EH   675731   CHEMBL1201780  CARGLUMIC ACID                    CHEMBL1201780                                                    CARGLUMIC-ACID,CARGLUMIC ACID                                                           0.1387,7.18        42.04   47.79  NC(=O)N[C@@H](CCC(=O)O)C(=O)O                                                                                                                                                                                                                                                                                   
HT   374548   CHEMBL1444     LETROZOLE                         CHEMBL1444                                                       LETROZOLE                                                                               0.7695,0.07947     42.105  71.46  N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1                                                                                                                                                                                                                                                                            
EH   69277    CHEMBL46286    OMACETAXINE MEPESUCCINATE         CHEMBL46286                                                      HOMOHARRINGTONINE                                                                       102.02,0.04224     42.145  83.58  COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4                                                                                                                                                                                                                             
HT   445681   CHEMBL1561     MIGLITOL                          CHEMBL1561                                                       MIGLITOL                                                                                0.2289,0.0664      42.16   66.18  OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO                                                                                                                                                                                                                                                                         
EH   27185    CHEMBL633      AMIODARONE                        CHEMBL633,CHEMBL1083993                                          AMIODARONE,AMIODARONE HYDROCHLO                                                         0.1232,10.41       42.175  54.12  CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1                                                                                                                                                                                                                                                                
HT   429204   CHEMBL1534     RIBOFLAVIN                        CHEMBL1534                                                       RIBOFLAVIN,RIBOFLAVINE                                                                  0.1705,0.1711      42.18   49.8   Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C                                                                                                                                                                                                                                                 
HT   419542   CHEMBL1501     FLUOCINONIDE                      CHEMBL1501                                                       FLUOCINONIDE,FLUOCINONIDE (VANOS)                                                       0.2896,0.1388      42.225  47.66  CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C                                                                                                                                                                                                      
ET   899577   CHEMBL1475693  FAMPROFAZONE                      CHEMBL1475693                                                    FAMPROFAZONE                                                                            0.4661,1.23        42.235  57.85  CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O                                                                                                                                                                                                                                                                
ET   1078605  CHEMBL1697856  BUCETIN                           CHEMBL1697856                                                    BUCETIN                                                                                 0.7181,-1.39       42.25   69.84  CCOc1ccc(NC(=O)CC(C)O)cc1                                                                                                                                                                                                                                                                                       
HT   150313   CHEMBL1091     HYDROCORTISONE ACETATE            CHEMBL1091                                                       HYDROCORTISONE-ACETA,CORTISOL ACETATE                                                   0.1773,0.145       42.27   52.44  CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C                                                                                                                                                                                                                              
ET   9913     CHEMBL12610    BENZYDAMINE                       CHEMBL1528134                                                    BENZYDAMINE HYDROCHL                                                                    0.8809,-2.66       42.275  75.3   CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12                                                                                                                                                                                                                                                                               
ET   242993   CHEMBL343633   ESATENOLOL                        CHEMBL343633                                                     (R,+) ATENOLOL,ATENOLOL                                                                 0.1033,14.37       42.34   59.11  CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1                                                                                                                                                                                                                                                                              
ET   21681    CHEMBL276568   CEFPROZIL                         CHEMBL276568                                                     CEFPROZIL                                                                               30.84,0.04724      42.35   70.01  C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1                                                                                                                                                                                                                                             
EH   360671   CHEMBL215303   GARENOXACIN                       CHEMBL215303,CHEMBL3183451                                       GARENOXACIN,GARENOXACIN (MESYLAT                                                        0.1309,8.6         42.385  51.48  C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21                                                                                                                                                                                                                                                    
HT   1333     CHEMBL26       SULPIRIDE                         CHEMBL26                                                         SULPIRIDE                                                                               0.2485,0.0437      42.445  70.81  CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC                                                                                                                                                                                                                                                                          
EH   1378269  CHEMBL2105999  ALIBENDOL                         CHEMBL2105999                                                    ALIBENDOL                                                                               0.1813,2.01        42.5    54.5   C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1                                                                                                                                                                                                                                                                                  
ET   18271    CHEMBL16476    PRONETALOL                        CHEMBL1876082                                                    PRONETHALOL HYDROCHL,PRONETALOL HYDROCHLO                                               0.8858,-2.79       42.515  75.98  CC(C)NCC(O)c1ccc2ccccc2c1                                                                                                                                                                                                                                                                                       
EH   126356   CHEMBL1043     DAPSONE                           CHEMBL1043                                                       DAPSONE                                                                                 0.2677,-2.39       42.545  74.02  Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1                                                                                                                                                                                                                                                                                 
EH   1376153  CHEMBL2103883  AVATROMBOPAG                      CHEMBL2103883                                                    AVATROMBOPAG                                                                            95.95,0.04204      42.645  83.7   O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1                                                                                                                                                                                                                                   
EH   1377165  CHEMBL2104895  SETIPTILINE                       CHEMBL2104895                                                    SETIPTILINE                                                                             92.97,0.04395      42.655  83.15  CN1CCC2=C(C1)c1ccccc1Cc1ccccc12                                                                                                                                                                                                                                                                                 
EH   93086    CHEMBL61946    CARAMIPHEN                        CHEMBL61946,CHEMBL1598472                                        CARAMIPHEN,CARAMIPHEN, PARPANIL                                                         0.1023,18.47       42.655  63.53  CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1                                                                                                                                                                                                                                                                                
EH   103658   CHEMBL165      RESVERATROL                       CHEMBL165                                                        RESVERATROL                                                                             0.1787,2.16        42.705  53.98  Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1                                                                                                                                                                                                                                                                                  
EH   564990   CHEMBL550348   DEFERASIROX                       CHEMBL550348                                                     DEFERASIROX (EXJADE),DEFERASIROX                                                        46.22,0.06618      42.725  76.2   O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1                                                                                                                                                                                                                                                                  
EH   675237   CHEMBL1201286  OXYPHENONIUM                      CHEMBL1201286,CHEMBL1200906                                      OXYPHENONIUM,OXYPHENONIUM BROMIDE                                                       0.1874,1.46        42.79   56.92  CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1                                                                                                                                                                                                                                                                     
EH   151063   CHEMBL1101     BIPERIDEN                         CHEMBL1101,CHEMBL1201035                                         BIPERIDEN,BIPERIDEN (HYDROCHLO                                                          0.3402,-3.87       42.815  80.16  OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2                                                                                                                                                                                                                                                                            
ET   365538   CHEMBL184      ACYCLOVIR                         CHEMBL184                                                        ACYCLOVIR                                                                               0.1444,8.75        42.83   52.58  Nc1nc(O)c2ncn(COCCO)c2n1                                                                                                                                                                                                                                                                                        
EH   36662    CHEMBL723      CARVEDILOL                        CHEMBL723                                                        CARVEDILOL                                                                              0.5244,-4.99       42.83   84.49  COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12                                                                                                                                                                                                                                                                     
ET   192290   CHEMBL333826   DEQUALINIUM                       CHEMBL121663,CHEMBL333826                                        DEQUALINIUM CHLORIDE,DEQUALINIUM DICHLORI,DEQUALINIUM                                   65.65,0.01137      42.845  79.72  Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21                                                                                                                                                                                                                                                          
EH   42290    CHEMBL760      ANAGRELIDE                        CHEMBL760,CHEMBL1200759                                          ANAGRELIDE,ANAGRELIDE HYDROCHLO                                                         0.1678,3.09        42.85   49.78  O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1                                                                                                                                                                                                                                                                                  
HT   353011   CHEMBL1413     CICLOPIROX                        CHEMBL242580,CHEMBL1413                                          CICLOPIROX ETHANOLAM,CICLOPIROX,CICLOPIROX OLAMINE                                      0.2225,0.151       42.915  43.33  Cc1cc(C2CCCCC2)n(O)c(=O)c1                                                                                                                                                                                                                                                                                      
EH   428699   CHEMBL406819   IMIDACLOPRID                      CHEMBL406819                                                     IMIDACLOPRID                                                                            0.158,3.94         42.98   46.6   O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1                                                                                                                                                                                                                                                                            
EH   23115    CHEMBL19633    DIAVERIDINE                       CHEMBL19633                                                      DIAVERIDINE                                                                             0.1965,0.76        42.99   60.27  COc1ccc(Cc2cnc(N)nc2N)cc1OC                                                                                                                                                                                                                                                                                     
ET   692354   CHEMBL1230004                                    CHEMBL1230004                                                    ATENOLOL,(S,-) ATENOLOL                                                                 25.84,0.05219      43.01   68.96  CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1                                                                                                                                                                                                                                                                             
ET   66029    CHEMBL862      GUANFACINE                        CHEMBL1200494,CHEMBL862                                          GUANFACINE HYDROCHLO,GUANFACINE                                                         0.1554,8.13        43.015  51.72  N=C(N)NC(=O)Cc1c(Cl)cccc1Cl                                                                                                                                                                                                                                                                                     
ET   88882    CHEMBL56337    EPALRESTAT                        CHEMBL56337                                                      EPALRESTAT                                                                              0.428,1.25         43.025  57.78  CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1                                                                                                                                                                                                                                                                       
HT   405366   CHEMBL1481     GLIMEPIRIDE                       CHEMBL1481                                                       GLIMEPIRIDE                                                                             0.2439,0.04196     43.045  71.33  CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O                                                                                                                                                                                                                                          
EH   76538    CHEMBL296306   LACTULOSE                         CHEMBL296306                                                     LACTULOSE                                                                               0.1124,12.66       43.11   58.61  OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O                                                                                                                                                                                                                                   
ET   153342   CHEMBL1110     ALOSETRON                         CHEMBL1200885                                                    ALOSETRON HYDROCHLOR,ALOSETRON HCL                                                      0.152,8.18         43.115  52.05  Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O                                                                                                                                                                                                                                                                            
EH   11265    CHEMBL412873   SPARTEINE                         CHEMBL2303617                                                    SPARTEINE SULFATE,SPARTEINE-SULFATE                                                     47.66,0.06144      43.12   77.49  C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1                                                                                                                                                                                                                                                                    
EH   831728   CHEMBL1407844  FOMOCAINE                         CHEMBL1407844                                                    FOMOCAIN,FOMOCAINE                                                                      61.08,0.05308      43.145  79.95  c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1                                                                                                                                                                                                                                                                               
ET   16735    CHEMBL278172   BENZOCAINE                        CHEMBL278172                                                     BENZOCAINE                                                                              25.3,0.05201       43.18   69.02  CCOC(=O)c1ccc(N)cc1                                                                                                                                                                                                                                                                                             
ET   418438   CHEMBL254857   FIPEXIDE                          CHEMBL1377408                                                    FIPEXIDE HYDROCHLORI                                                                    0.49,0.61          43.19   61.08  O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1                                                                                                                                                                                                                                                                   
EH   674297   CHEMBL1200346  GADODIAMIDE                       CHEMBL1200346                                                    GADODIAMIDE,GADODIAMIDE HYDRATE                                                         0.1931,0.87        43.2    59.65                                                                                                                                                                                                                                                                                                                  
EH   85305    CHEMBL930      GLUTAMINE                         CHEMBL930                                                        L-GLUTAMINE                                                                             0.1913,0.94        43.24   59.24  NC(=O)CC[C@H](N)C(=O)O                                                                                                                                                                                                                                                                                          
HT   418484   CHEMBL1493     FLAVOXATE                         CHEMBL1493,CHEMBL1200875                                         FLAVOXATE,FLAVOXATE HYDROCHLOR,FLAVOXATE HCL                                            0.1693,0.1586      43.28   51.32  Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O                                                                                                                                                                                                                                                                  
HT   1376042  CHEMBL2103772  RACECADOTRIL                      CHEMBL2103772                                                    RACECADOTRIL                                                                            0.3032,0.133       43.31   50.62  CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1                                                                                                                                                                                                                                                                      
ET   112090   CHEMBL70927    DEFERIPRONE                       CHEMBL70927                                                      DEFERIPRONE                                                                             0.1991,5.51        43.435  45.77  Cc1c(O)c(=O)ccn1C                                                                                                                                                                                                                                                                                               
HT   27029    CHEMBL628      PENTOXIFYLLINE                    CHEMBL628                                                        PENTOXIFYLLINE                                                                          0.2031,0.08341     43.48   63.41  CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O                                                                                                                                                                                                                                                                             
EH   1153572  CHEMBL1789941  RUXOLITINIB                       CHEMBL1789941                                                    RUXOLITINIB,INCB018424 (S),RUXOLITINIB (INCB018                                         0.1571,3.72        43.505  47.28  N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1                                                                                                                                                                                                                                                                    
EH   62111    CHEMBL288441   BOSUTINIB                         CHEMBL288441                                                     BOSUTINIB                                                                               0.09732,18.71      43.515  65.38  COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl                                                                                                                                                                                                                                                     
EH   77085    CHEMBL893      DICLOXACILLIN                     CHEMBL893,CHEMBL1200701                                          DICLOXACILLIN,DICLOXACILLIN SODIUM                                                      0.1116,12.15       43.57   58.98  Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12                                                                                                                                                                                                                                      
ET   384948   CHEMBL1454     LEVAMISOLE                        CHEMBL1770,CHEMBL1454                                            LEVAMISOLE HYDROCHLO,LEVAMISOLE,TETRAMIZOLE HYDROCHL,LEVAMISOLE HYDROCHLO               0.3696,1.74        43.585  55.73  c1ccc([C@H]2CN3CCSC3=N2)cc1                                                                                                                                                                                                                                                                                     
HT   258709   CHEMBL1305     ANTAZOLINE                        CHEMBL1305,CHEMBL1256819,CHEMBL1200550                           ANTAZOLINE,ANTAZOLINE HYDROCHLO,ANTAZOLINE PHOSPHATE                                    0.1577,0.181       43.65   47.82  c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1                                                                                                                                                                                                                                                                                 
HT   134333   CHEMBL1055     CHLORTHALIDONE                    CHEMBL1055                                                       CHLORTHALIDONE                                                                          0.1518,0.2036      43.655  45.31  NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl                                                                                                                                                                                                                                                                      
ET   116660   CHEMBL311909   CHICAGO SKY BLUE                  CHEMBL296966,CHEMBL311909                                        CHICAGO SKY BLUE 6B,CHICAGO-SKY-BLUE-6B                                                 0.0698,18.86       43.67   65.79  COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O                                                                                                                                                                                       
ET   2994     CHEMBL457      GEMFIBROZIL                       CHEMBL457                                                        GEMFIBROZIL                                                                             0.2785,3.12        43.67   49.63  Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1                                                                                                                                                                                                                                                                                 
EH   675147   CHEMBL1201196  SERTACONAZOLE                     CHEMBL1200725,CHEMBL1201196                                      SERTACONAZOLE NITRAT,SERTACONAZOLE                                                      88.93,0.03803      43.68   84.44  Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1                                                                                                                                                                                                                                                                  
ET   230249   CHEMBL1233     CARISOPRODOL                      CHEMBL1233                                                       CARISOPRODOL                                                                            0.07221,18.37      43.685  65.52  CCCC(C)(COC(N)=O)COC(=O)NC(C)C                                                                                                                                                                                                                                                                                  
ET   57091    CHEMBL290299   RONIDAZOLE                        CHEMBL290299                                                     RONIDAZOLE                                                                              0.7786,-2.58       43.7    74.98  Cn1c([N+](=O)[O-])cnc1COC(N)=O                                                                                                                                                                                                                                                                                  
HT   10531    CHEMBL509      MECLOFENAMIC ACID                 CHEMBL509,CHEMBL1562610                                          MECLOFENAMIC-ACID,MECLOFENAMIC ACID SO,MECLOFENAMATE SODIUM                             0.221,0.06267      43.705  67.11  Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl                                                                                                                                                                                                                                                                                
HT   699483   CHEMBL1237132  CLEVIDIPINE                       CHEMBL1237132                                                    CLEVIDIPINE,CLEVIPREX,CLEVIDIPINE BUTYRATE                                              0.2508,0.1396      43.735  47.11  CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl                                                                                                                                                                                                                                                         
ET   899136   CHEMBL1475252  TENATOPRAZOLE                     CHEMBL1475252                                                    TENATOPRAZOLE                                                                           0.6656,-1.51       43.735  70.5   COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1                                                                                                                                                                                                                                                                 
ET   995747   CHEMBL1571863  ISOCONAZOLE                       CHEMBL1571863                                                    ISOCONAZOLE NITRATE ,ISOCONAZOLE                                                        75.87,-0.003859    43.74   82.76  Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1                                                                                                                                                                                                                                                                     
EH   1378030  CHEMBL2105760  BREXPIPRAZOLE                     CHEMBL2105760                                                    BREXPIPRAZOLE                                                                           0.1154,10.39       43.79   57.32  O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1                                                                                                                                                                                                                                                               
ET   583322   CHEMBL1760     TERBUTALINE                       CHEMBL1315867                                                    TERBUTALINE HEMISULF                                                                    0.1063,11.37       43.825  58.72  CC(C)(C)NCC(O)c1cc(O)cc(O)c1                                                                                                                                                                                                                                                                                    
ET   22641    CHEMBL608      PROBUCOL                          CHEMBL608                                                        PROBUCOL                                                                                0.2869,2.84        43.83   50.61  CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1                                                                                                                                                                                                                                         
EH   1449222  CHEMBL2219418  NALOXEGOL                         CHEMBL2219418,CHEMBL2219416                                      NALOXEGOL,NALOXEGOL (OXALATE)                                                           0.106,14.12        43.84   61.87  C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5                                                                                                                                                                                                                             
HT   374005   CHEMBL1441     ETHIONAMIDE                       CHEMBL1441                                                       ETHIONAMIDE                                                                             0.1784,0.1212      43.845  56.14  CCc1cc(C(N)=S)ccn1                                                                                                                                                                                                                                                                                              
